# text = vascular membrane that lines the inner surface of long bones
# id = 05319144-n-1
# type = def
1	vascular	wf	JJ	vascular%3	vascular%3:01:00::	auto	0:8
9	manacles	wf	NN	manacle%1|manacle%2	manacle%1:06:00::	man	39:47
10	or	wf	CC	or	_	ignore	48:50
11	handcuffs	wf	NN	handcuff%1|handcuff%2	handcuff%1:06:00::	man	51:60
12	;	wf	punc	_	_	ignore	60:61

# text = The police handcuffed the suspect at the scene of the crime
# id = 01288201-v-2
# type = ex
1	The	wf	_	the	_	ignore	0:3
2	police	wf	_	police%1|police%2	_	un	4:10
3	handcuffed	wf	_	handcuff%2	handcuff%2:35:00::	auto	11:21
4	the	wf	_	the	_	ignore	22:25
5	suspect	wf	_	suspect%1|suspect%2|suspect%3	_	un	26:33
6	at	wf	_	at	_	ignore	34:36
7	the	wf	_	the	_	ignore	37:40
8	scene	wf	_	scene%1	_	un	41:46
9	of	wf	_	of	_	ignore	47:49
10	the	wf	_	the	_	ignore	50:53
11	crime	wf	_	crime%1	_	un	54:59

# text = become attached to and embedded in the uterus; 
# id = 01290730-v-1
# type = def
1	become	wf	VB	become%2	_	un	0:6
2	attached	wf	JJ	attach%2|attached%3	_	un	7:15
3	to	wf	TO	to	_	ignore	16:18
4	and	wf	CC	and	_	ignore	19:22
5	embedded	wf	VBN	embed%2|embedded%3	embed%2:35:00::	man	23:31
6	in	wf	IN	in	_	ignore	32:34
7	the	wf	DT	the	_	ignore	35:38
8	uterus	wf	NN	uterus%1	uterus%1:08:00::	auto	39:45
9	;	wf	punc	_	_	ignore	45:46

# text = The egg fertilized in vitro implanted in the uterus of the birth mother with no further complications
# id = 01290730-v-2
# type = ex
1	The	wf	_	the	_	ignore	0:3
2	egg	wf	_	egg%1|egg%2	_	un	4:7
3	fertilized	wf	_	fertilize%2	_	un	8:18
4	in	wf	_	in	_	ignore	19:21
5	vitro	wf	_	vitro	_	un	22:27
6	implanted	wf	_	implant%2|implanted%3	implant%2:35:02::	auto	28:37
7	in	wf	_	in	_	ignore	38:40
8	the	wf	_	the	_	ignore	41:44
9	uterus	wf	_	uterus%1	_	un	45:51
10	of	wf	_	of	_	ignore	52:54
11	the	wf	_	the	_	ignore	55:58
12	birth	wf	_	birth%1|birth%2	_	un	59:64
13	mother	wf	_	mother%1|mother%2	_	un	65:71
14	with	wf	_	with	_	ignore	72:76
15	no	wf	_	no%1|no%3|no%4	_	un	77:79
16	further	wf	_	further%2|far%3|further%3|far%4|further%4	_	un	80:87
17	complications	wf	_	complication%1	_	un	88:101

# text = join together as by twisting, weaving, or molding; 
# id = 01291817-v-1
# type = def
1	join	wf	VB	join%1|join%2	join%2:35:01::	man	0:4
2	together	wf	RB	together%3|together%4	_	un	5:13
3	as	wf	IN	as	_	ignore	14:16
4	by	wf	IN	by	_	ignore	17:19
5	twisting	wf	VBG	twisting%1|twist%2|twisting%3	_	un	20:28
6	,	wf	punc	_	_	ignore	28:29
7	weaving	wf	VBG	weaving%1|weave%2	weave%2:35:00::	man	30:37
8	,	wf	punc	_	_	ignore	37:38
9	or	wf	CC	or	_	ignore	39:41
10	molding	wf	NN	molding%1|mold%2	mold%2:36:01::	man	42:49
11	;	wf	punc	_	_	ignore	49:50

# text = ply fabric
# id = 01291817-v-2
# type = ex
1	ply	wf	_	ply%1|ply%2	ply%2:35:03::	auto	0:3
2	fabric	wf	_	fabric%1	_	un	4:10

# text = give or join in marriage
# id = 01293389-v-1
# type = def
1	give	wf	VB	give%1|give%2	_	un	0:4
2	or	wf	CC	or	_	ignore	5:7
3	join	wf	VB	join%1|join%2	join%2:41:00::	man	8:12
4	in	wf	IN	in	_	ignore	13:15
5	marriage	wf	NN	marriage%1	marriage%1:04:00::	man	16:24

# text = come together or open into each other; 
# id = 01292366-v-1
# type = def
1	come	wf	VB	come%1|come%2	_	un	0:4
2	together	wf	RB	together%3|together%4	_	un	5:13
3	or	wf	CC	or	_	ignore	14:16
4	open	wf	VB	open%1|open%2|open%3	open%2:42:00::	man	17:21
5	into	wf	IN	into	_	ignore	22:26
6	each	wf	DT	each	_	ignore	27:31
7	other	wf	JJ	other%3	_	ignore	32:37
8	;	wf	punc	_	_	ignore	37:38

# text = the blood vessels anastomose
# id = 01292366-v-2
# type = ex
1	the	wf	_	the	_	ignore	0:3
2	blood	wf	_	blood%1|blood%2	_	un	4:9
3	vessels	wf	_	vessel%1	_	un	10:17
4	anastomose	wf	_	anastomose%2	anastomose%2:35:01::	auto	18:28

# text = join by creating covalent bonds (of adjacent chains of a polymer or protein)
# id = 01291527-v-1
# type = def
1	join	wf	VB	join%1|join%2	join%2:35:00::	man	0:4
2	by	wf	IN	by	_	ignore	5:7
3	creating	wf	VBG	create%2	create%2:36:02::	man	8:16
4	_	glob|a	_	covalent_bond%1	covalent_bond%1:19:00::	auto	_
5	covalent	cf|a	JJ	covalent%3	_	un	17:25
6	bonds	cf|a	NNS	bond%1|bond%2	_	un	26:31
7	_	aux	_	_	_	_	_
8	(	wf	punc	_	_	ignore	32:33
9	of	wf	IN	of	_	ignore	33:35
10	adjacent	wf	JJ	adjacent%3	_	un	36:44
11	chains	wf	NNS	chain%1|chains%1|chain%2	chain%1:17:00::	man	45:51
12	of	wf	IN	of	_	ignore	52:54
13	a	wf	DT	a	_	ignore	55:56
14	polymer	wf	NN	polymer%1	polymer%1:27:00::	auto	57:64
15	or	wf	CC	or	_	ignore	65:67
16	protein	wf	NN	protein%1	protein%1:27:00::	auto	68:75
17	)	wf	punc	_	_	ignore	75:76
18	_	aux	_	_	_	_	_

# text = cause to join or open into each other by anastomosis; 
# id = 01292169-v-1
# type = def
1	cause	wf	VB	cause%1|cause%2	_	un	0:5
2	to	wf	TO	to	_	ignore	6:8
3	join	wf	VB	join%1|join%2	join%2:42:01::	man	9:13
4	or	wf	CC	or	_	ignore	14:16
5	open	wf	VB	open%1|open%2|open%3	open%2:42:00::	man	17:21
6	into	wf	IN	into	_	ignore	22:26
7	each	wf	DT	each	_	ignore	27:31
8	other	wf	JJ	other%3	_	ignore	32:37
9	by	wf	IN	by	_	ignore	38:40
10	anastomosis	wf	NN	anastomosis%1	anastomosis%1:08:00::	auto	41:52
11	;	wf	punc	_	_	ignore	52:53

# text = anastomose blood vessels
# id = 01292169-v-2
# type = ex
1	anastomose	wf	_	anastomose%2	anastomose%2:35:00::	auto	0:10
2	blood	wf	_	blood%1|blood%2	_	un	11:16
3	vessels	wf	_	vessel%1	_	un	17:24

# text = join by a tenon and mortise
# id = 01293644-v-1
# type = def
1	join	wf	VB	join%1|join%2	join%2:35:01::	man	0:4
2	by	wf	IN	by	_	ignore	5:7
3	a	wf	DT	a	_	ignore	8:9
4	tenon	wf	NN	tenon%1	tenon%1:06:00::	auto	10:15
5	and	wf	CC	and	_	ignore	16:19
6	mortise	wf	NN	mortise%1|mortise%2	mortise%1:06:00::	man	20:27

# text = connect to a ground; 
# id = 01292534-v-1
# type = def
1	connect	wf	VB	connect%2	_	un	0:7
2	to	wf	TO	to	_	ignore	8:10
3	a	wf	DT	a	_	ignore	11:12
4	ground	wf	NN	ground%1|grind%2|ground%2	ground%1:17:00::	man	13:19
5	;	wf	punc	_	_	ignore	19:20

# text = ground the electrical connections for safety reasons
# id = 01292534-v-2
# type = ex
1	ground	wf	_	ground%1|grind%2|ground%2	ground%2:35:02::	auto	0:6
2	the	wf	_	the	_	ignore	7:10
3	electrical	wf	_	electrical%3	_	un	11:21
4	connections	wf	_	connection%1	_	un	22:33
5	for	wf	_	for	_	ignore	34:37
6	safety	wf	_	safety%1	_	un	38:44
7	reasons	wf	_	reason%1|reason%2	_	un	45:52

# text = provide with an unsuitable mate
# id = 01293548-v-1
# type = def
1	provide	wf	VB	provide%2	_	un	0:7
2	with	wf	IN	with	_	ignore	8:12
3	an	wf	DT	an	_	ignore	13:15
4	unsuitable	wf	JJ	unsuitable%3	unsuitable%5:00:00:ineligible:00	man	16:26
5	mate	wf	NN	mate%1|mate%2	mate%1:18:00::	man	27:31

# text = join pieces of wood with cogs
# id = 01293918-v-1
# type = def
1	join	wf	VB	join%1|join%2	join%2:35:01::	man	0:4
2	pieces	wf	NNS	piece%1|piece%2	_	un	5:11
3	of	wf	IN	of	_	ignore	12:14
4	wood	wf	NN	wood%1	wood%1:27:00::	man	15:19
5	with	wf	IN	with	_	ignore	20:24
6	cogs	wf	NNS	cog%1|cog%2	cog%1:06:00::	man	25:29

# text = cut a hole for a tenon in
# id = 01293782-v-1
# type = def
1	cut	wf	VB	cut%1|cut%2|cut%3	cut%2:35:00::	man	0:3
2	a	wf	DT	a	_	ignore	4:5
3	hole	wf	NN	hole%1|hole%2	hole%1:06:00::	man	6:10
4	for	wf	IN	for	_	ignore	11:14
5	a	wf	DT	a	_	ignore	15:16
6	tenon	wf	NN	tenon%1	tenon%1:06:00::	auto	17:22
7	in	wf	IN	in	_	ignore	23:25

# text = become separated, disconnected or disjoint
# id = 01294182-v-1
# type = def
1	become	wf	VB	become%2	_	un	0:6
2	separated	wf	VBN	separate%2|separated%3	separated%5:00:00:unconnected:00	man	7:16
3	,	wf	punc	_	_	ignore	16:17
4	disconnected	wf	VBN	disconnect%2|disconnected%3	disconnect%2:35:00::	man	18:30
5	or	wf	CC	or	_	ignore	31:33
6	disjoint	wf	JJ	disjoint%2|disjoint%3	disjoint%2:35:01::	man	34:42

# text = connect to the earth; 
# id = 01292727-v-1
# type = def
1	connect	wf	VB	connect%2	_	un	0:7
2	to	wf	TO	to	_	ignore	8:10
3	the	wf	DT	the	_	ignore	11:14
4	earth	wf	NN	earth%1|earth%2	_	un	15:20
5	;	wf	punc	_	_	ignore	20:21

# text = earth the circuit
# id = 01292727-v-2
# type = ex
1	earth	wf	_	earth%1|earth%2	earth%2:35:00::	auto	0:5
2	the	wf	_	the	_	ignore	6:9
3	circuit	wf	_	circuit%1|circuit%2	_	un	10:17

# text = strap the foreleg and hind leg together on each side (of a horse) in order to keep the legs on the same side moving in unison; 
# id = 01289633-v-1
# type = def
1	strap	wf	VB	strap%1|strap%2	strap%2:35:00::	man	0:5
2	the	wf	DT	the	_	ignore	6:9
3	foreleg	wf	NN	foreleg%1	foreleg%1:05:00::	auto	10:17
4	and	wf	CC	and	_	ignore	18:21
5	_	glob|a	_	hind_leg%1	hind_leg%1:05:00::	auto	_
6	hind	cf|a	JJ	hind%1|hind%3	_	un	22:26
7	leg	cf|a	NN	leg%1	_	un	27:30
8	together	wf	RB	together%3|together%4	_	un	31:39
9	on	wf	IN	on	_	ignore	40:42
10	each	wf	DT	each	_	ignore	43:47
11	side	wf	NN	side%1|side%2|side%3	side%1:15:02::	man	48:52
12	_	aux	_	_	_	_	_
13	(	wf	punc	_	_	ignore	53:54
14	of	wf	IN	of	_	ignore	54:56
15	a	wf	DT	a	_	ignore	57:58
16	horse	wf	NN	horse%1|horse%2	horse%1:05:00::	man	59:64
17	)	wf	punc	_	_	ignore	64:65
18	_	aux	_	_	_	_	_
19	in	wf	IN	in	_	ignore	66:68
20	order	wf	NN	order%1|order%2	_	ignore	69:74
21	to	wf	TO	to	_	ignore	75:77
22	keep	wf	VB	keep%1|keep%2	_	un	78:82
23	the	wf	DT	the	_	ignore	83:86
24	legs	wf	NNS	leg%1|legs%1	leg%1:08:01::	man	87:91
25	on	wf	IN	on	_	ignore	92:94
26	the	wf	DT	the	_	ignore	95:98
27	same	wf	JJ	same%3	_	un	99:103
28	side	wf	NN	side%1|side%2|side%3	side%1:15:02::	man	104:108
29	moving	wf	VBG	move%2|moving%3	_	un	109:115
30	_	glob|b	_	in_unison%4	in_unison%4:02:02::	man	_
31	in	cf|b	IN	in	_	ignore	116:118
32	unison	cf|b	NN	unison%1	_	un	119:125
33	;	wf	punc	_	_	ignore	125:126

# text = hobble race horses
# id = 01289633-v-2
# type = ex
1	hobble	wf	_	hobble%1|hobble%2	hobble%2:35:00::	auto	0:6
2	race	wf	_	race%1|race%2	_	un	7:11
3	horses	wf	_	horse%1|horse%2	_	un	12:18

# text = join so that the external surfaces blend smoothly
# id = 01294778-v-1
# type = def
1	join	wf	VB	join%1|join%2	join%2:35:01::	man	0:4
2	so	wf	RB	so%1|so%4	_	un	5:7
3	that	wf	IN	that	_	ignore	8:12
4	the	wf	DT	the	_	ignore	13:16
5	external	wf	JJ	external%1|external%3	external%3:00:00::	man	17:25
6	surfaces	wf	NNS	surface%1|surface%2	surface%1:06:00::	man	26:34
7	blend	wf	VBP	blend%1|blend%2	blend%2:42:00::	man	35:40
8	smoothly	wf	RB	smoothly%4	smoothly%4:02:00::	man	41:49

# text = unite by a scarf joint
# id = 01294889-v-1
# type = def
1	unite	wf	VB	unite%2	_	un	0:5
2	by	wf	IN	by	_	ignore	6:8
3	a	wf	DT	a	_	ignore	9:10
4	_	glob|a	_	scarf_joint%1	scarf_joint%1:06:00::	auto	_
5	scarf	cf|a	NN	scarf%1|scarf%2	_	un	11:16
6	joint	cf|a	NN	joint%1|joint%2|joint%3	_	un	17:22

# text = separate at the joints; 
# id = 01294632-v-1
# type = def
1	separate	wf	VB	separate%1|separate%2|separate%3	separate%2:35:01::	man	0:8
2	at	wf	IN	at	_	ignore	9:11
3	the	wf	DT	the	_	ignore	12:15
4	joints	wf	NNS	joint%1|joint%2	joint%1:08:00::	man	16:22
5	;	wf	punc	_	_	ignore	22:23

# text = disjoint the chicken before cooking it
# id = 01294632-v-2
# type = ex
1	disjoint	wf	_	disjoint%2|disjoint%3	disjoint%2:35:02::	auto	0:8
2	the	wf	_	the	_	ignore	9:12
3	chicken	wf	_	chicken%1|chicken%3	_	un	13:20
4	before	wf	_	before%4	_	un	21:27
5	cooking	wf	_	cooking%1|cook%2	_	un	28:35
6	it	wf	_	it	_	ignore	36:38

# text = match badly; match two objects or people that do not go together
# id = 01294026-v-1
# type = def
1	match	wf	VB	match%1|match%2	match%2:42:00::	man	0:5
2	badly	wf	RB	badly%4	_	un	6:11
3	;	wf	punc	_	_	ignore	11:12
4	match	wf	VB	match%1|match%2	match%2:42:00::	man	13:18
5	two	wf	CD	two	_	ignore	19:22
6	objects	wf	NNS	object%1|object%2	object%1:03:00::	man	23:30
7	or	wf	CC	or	_	ignore	31:33
8	people	wf	NNS	people%1|people%2	_	un	34:40
9	that	wf	WDT	that	_	ignore	41:45
10	do	wf	VBP	do%1|do%2	_	un	46:48
11	not	wf	RB	not%4	not%4:02:00::	auto	49:52
12	go	wf	VB	go%1|go%2|go%3	_	un	53:55
13	together	wf	RB	together%3|together%4	_	un	56:64

# text = fit together in a miter joint
# id = 01291707-v-1
# type = def
1	fit	wf	VB	fit%1|fit%2|fit%3	fit%2:30:02::	man	0:3
2	together	wf	RB	together%3|together%4	_	un	4:12
3	in	wf	IN	in	_	ignore	13:15
4	a	wf	DT	a	_	ignore	16:17
5	_	glob|a	_	miter_joint%1	miter_joint%1:06:00::	auto	_
6	miter	cf|a	NN	miter%1|miter%2	_	un	18:23
7	joint	cf|a	NN	joint%1|joint%2|joint%3	_	un	24:29

# text = join with a rabbet joint
# id = 01295910-v-1
# type = def
1	join	wf	VB	join%1|join%2	join%2:35:01::	man	0:4
2	with	wf	IN	with	_	ignore	5:9
3	a	wf	DT	a	_	ignore	10:11
4	_	glob|a	_	rabbet_joint%1	rabbet_joint%1:06:00::	auto	_
5	rabbet	cf|a	NN	rabbet%1|rabbet%2	_	un	12:18
6	joint	cf|a	NN	joint%1|joint%2|joint%3	_	un	19:24

# text = cause to be attached
# id = 01296462-v-1
# type = def
1	cause	wf	VB	cause%1|cause%2	_	un	0:5
2	to	wf	TO	to	_	ignore	6:8
3	be	wf	VB	be%2	_	un	9:11
4	attached	wf	VBN	attach%2|attached%3	attach%2:35:02::	man	12:20

# text = put together with a seam; 
# id = 01296016-v-1
# type = def
1	_	glob|a	_	put_together%2|put_together%4	_	un	_
2	put	cf|a	VB	put%1|put%2	_	un	0:3
3	together	cf|a	RB	together%3|together%4	_	un	4:12
4	with	wf	IN	with	_	ignore	13:17
5	a	wf	DT	a	_	ignore	18:19
6	seam	wf	NN	seam%1|seam%2	seam%1:06:00::	man	20:24
7	;	wf	punc	_	_	ignore	24:25

# text = seam a dress
# id = 01296016-v-2
# type = ex
1	seam	wf	_	seam%1|seam%2	seam%2:35:00::	auto	0:4
2	a	wf	_	a	_	ignore	5:6
3	dress	wf	_	dress%1|dress%2|dress%3	_	un	7:12

# text = join during spinning; 
# id = 01294992-v-1
# type = def
1	join	wf	VB	join%1|join%2	join%2:35:01::	man	0:4
2	during	wf	IN	during	_	ignore	5:11
3	spinning	wf	VBG	spinning%1|spin%2	spin%2:35:00::	man	12:20
4	;	wf	punc	_	_	ignore	20:21

# text = piece the broken pieces of thread, slivers, and rovings
# id = 01294992-v-2
# type = ex
1	piece	wf	_	piece%1|piece%2	piece%2:35:00::	auto	0:5
2	the	wf	_	the	_	ignore	6:9
3	broken	wf	_	break%2|broken%3	_	un	10:16
4	pieces	wf	_	piece%1|piece%2	piece%2:35:00::	auto	17:23
5	of	wf	_	of	_	ignore	24:26
6	thread	wf	_	thread%1|thread%2	_	un	27:33
7	,	wf	punc	_	_	ignore	33:34
8	slivers	wf	_	sliver%1|sliver%2	_	un	35:42
9	,	wf	punc	_	_	ignore	42:43
10	and	wf	_	and	_	ignore	44:47
11	rovings	wf	_	roving%1	_	un	48:55

# text = join with a suture; 
# id = 01296154-v-1
# type = def
1	join	wf	VB	join%1|join%2	join%2:35:01::	man	0:4
2	with	wf	IN	with	_	ignore	5:9
3	a	wf	DT	a	_	ignore	10:11
4	suture	wf	NN	suture%1|suture%2	suture%1:06:01::	man	12:18
5	;	wf	punc	_	_	ignore	18:19

# text = suture the wound after surgery
# id = 01296154-v-2
# type = ex
1	suture	wf	_	suture%1|suture%2	suture%2:35:00::	auto	0:6
2	the	wf	_	the	_	ignore	7:10
3	wound	wf	_	wound%1|wind%2|wound%2|wound%3	_	un	11:16
4	after	wf	_	after%3|after%4	_	un	17:22
5	surgery	wf	_	surgery%1	_	un	23:30

# text = join with a rebate; 
# id = 01295134-v-1
# type = def
1	join	wf	VB	join%1|join%2	join%2:35:01::	man	0:4
2	with	wf	IN	with	_	ignore	5:9
3	a	wf	DT	a	_	ignore	10:11
4	rebate	wf	NN	rebate%1|rebate%2	rebate%1:06:00::	man	12:18
5	;	wf	punc	_	_	ignore	18:19

# text = rebate the pieces of timber and stone
# id = 01295134-v-2
# type = ex
1	rebate	wf	_	rebate%1|rebate%2	rebate%2:35:01::	auto	0:6
2	the	wf	_	the	_	ignore	7:10
3	pieces	wf	_	piece%1|piece%2	_	un	11:17
4	of	wf	_	of	_	ignore	18:20
5	timber	wf	_	timber%1	_	un	21:27
6	and	wf	_	and	_	ignore	28:31
7	stone	wf	_	stone%1|stone%2|stone%3	_	un	32:37

# text = attach with a hinge
# id = 01297174-v-1
# type = def
1	attach	wf	VB	attach%2	attach%2:35:02::	man	0:6
2	with	wf	IN	with	_	ignore	7:11
3	a	wf	DT	a	_	ignore	12:13
4	hinge	wf	NN	hinge%1|hinge%2	hinge%1:06:00::	man	14:19

# text = make a bridge across; 
# id = 01296324-v-1
# type = def
1	make	wf	VB	make%1|make%2	make%2:36:00::	man	0:4
2	a	wf	DT	a	_	ignore	5:6
3	bridge	wf	NN	bridge%1|bridge%2	bridge%1:06:00::	man	7:13
4	across	wf	IN	across%4	_	un	14:20
5	;	wf	punc	_	_	ignore	20:21

# text = bridge a river
# id = 01296324-v-2
# type = ex
1	bridge	wf	_	bridge%1|bridge%2	bridge%2:35:00::	auto	0:6
2	a	wf	_	a	_	ignore	7:8
3	river	wf	_	river%1	_	un	9:14

# text = cause to become joined or linked; 
# id = 01295275-v-1
# type = def
1	cause	wf	VB	cause%1|cause%2	_	un	0:5
2	to	wf	TO	to	_	ignore	6:8
3	become	wf	VB	become%2	_	un	9:15
4	joined	wf	VBN	join%2|joined%3	join%2:42:01::|join%2:35:00::	man	16:22
5	or	wf	CC	or	_	ignore	23:25
6	linked	wf	VBN	link%2|linked%3	link%2:42:01::	man	26:32
7	;	wf	punc	_	_	ignore	32:33

# text = join these two parts so that they fit together
# id = 01295275-v-2
# type = ex
1	join	wf	_	join%1|join%2	join%2:35:01::	auto	0:4
2	these	wf	_	these	_	ignore	5:10
3	two	wf	_	two	_	ignore	11:14
4	parts	wf	_	part%1|parts%1|part%2	_	un	15:20
5	so	wf	_	so%1|so%4	_	un	21:23
6	that	wf	_	that	_	ignore	24:28
7	they	wf	_	they	_	ignore	29:33
8	fit	wf	_	fit%1|fit%2|fit%3	_	un	34:37
9	together	wf	_	together%3|together%4	_	un	38:46

# text = bring two objects, ideas, or people together; 
# id = 01292885-v-1
# type = def
1	bring	wf	VB	bring%2	_	un	0:5
2	two	wf	CD	two	_	ignore	6:9
3	objects	wf	NNS	object%1|object%2	object%1:03:00::	man	10:17
4	,	wf	punc	_	_	ignore	17:18
5	ideas	wf	NNS	idea%1	idea%1:09:00::	man	19:24
6	,	wf	punc	_	_	ignore	24:25
7	or	wf	CC	or	_	ignore	26:28
8	people	wf	NNS	people%1|people%2	_	un	29:35
9	together	wf	RB	together%3|together%4	_	un	36:44
10	;	wf	punc	_	_	ignore	44:45

# text = This fact is coupled to the other one
# id = 01292885-v-2
# type = ex
1	This	wf	_	this	_	ignore	0:4
2	fact	wf	_	fact%1	_	un	5:9
3	is	wf	_	i%1|be%2	_	un	10:12
4	coupled	wf	_	couple%2|coupled%3	couple%2:35:02::	auto	13:20
5	to	wf	_	to	_	ignore	21:23
6	the	wf	_	the	_	ignore	24:27
7	other	wf	_	other%3	_	un	28:33
8	one	wf	_	one	_	ignore	34:37

# text = Matchmaker, can you match my daughter with a nice young man?
# id = 01292885-v-3
# type = ex
1	Matchmaker	wf	_	matchmaker%1	_	un	0:10
2	,	wf	punc	_	_	ignore	10:11
3	can	wf	_	can%1|can%2	_	un	12:15
4	you	wf	_	you	_	ignore	16:19
5	match	wf	_	match%1|match%2	match%2:35:08::	auto	20:25
6	my	wf	_	my	_	ignore	26:28
7	daughter	wf	_	daughter%1	_	un	29:37
8	with	wf	_	with	_	ignore	38:42
9	a	wf	_	a	_	ignore	43:44
10	nice	wf	_	nice%3	_	un	45:49
11	young	wf	_	young%1|young%3	_	un	50:55
12	man	wf	_	man%1|man%2	_	un	56:59
13	?	wf	punc	_	_	ignore	59:60

# text = The student was paired with a partner for collaboration on the project
# id = 01292885-v-4
# type = ex
1	The	wf	_	the	_	ignore	0:3
2	student	wf	_	student%1	_	un	4:11
3	was	wf	_	be%2	_	un	12:15
4	paired	wf	_	pair%2|paired%3	pair%2:35:01::	auto	16:22
5	with	wf	_	with	_	ignore	23:27
6	a	wf	_	a	_	ignore	28:29
7	partner	wf	_	partner%1|partner%2	_	un	30:37
8	for	wf	_	for	_	ignore	38:41
9	collaboration	wf	_	collaboration%1	_	un	42:55
10	on	wf	_	on	_	ignore	56:58
11	the	wf	_	the	_	ignore	59:62
12	project	wf	_	project%1|project%2	_	un	63:70

# text = link together; 
# id = 01297624-v-1
# type = def
1	link	wf	VB	link%1|link%2	link%2:35:00::	man	0:4
2	together	wf	RB	together%3|together%4	_	un	5:13
3	;	wf	punc	_	_	ignore	13:14

# text = can we couple these proposals?
# id = 01297624-v-2
# type = ex
1	can	wf	_	can%1|can%2	_	un	0:3
2	we	wf	_	we	_	ignore	4:6
3	couple	wf	_	couple%1|couple%2	couple%2:35:01::	auto	7:13
4	these	wf	_	these	_	ignore	14:19
5	proposals	wf	_	proposal%1	_	un	20:29
6	?	wf	punc	_	_	ignore	29:30

# text = attach a bell to; 
# id = 01297274-v-1
# type = def
1	attach	wf	VB	attach%2	attach%2:35:02::	man	0:6
2	a	wf	DT	a	_	ignore	7:8
3	bell	wf	NN	bell%1|bell%2	bell%1:06:00::	man	9:13
4	to	wf	TO	to	_	ignore	14:16
5	;	wf	punc	_	_	ignore	16:17

# text = bell cows
# id = 01297274-v-2
# type = ex
1	bell	wf	_	bell%1|bell%2	bell%2:35:00::	auto	0:4
2	cows	wf	_	cow%1|cows%1|cow%2	_	un	5:9

# text = disconnect or separate; 
# id = 01297813-v-1
# type = def
1	disconnect	wf	VB	disconnect%1|disconnect%2	disconnect%2:35:00::	man	0:10
2	or	wf	CC	or	_	ignore	11:13
3	separate	wf	VB	separate%1|separate%2|separate%3	separate%2:35:01::	man	14:22
4	;	wf	punc	_	_	ignore	22:23

# text = uncouple the hounds
# id = 01297813-v-2
# type = ex
1	uncouple	wf	_	uncouple%2	uncouple%2:35:00::	auto	0:8
2	the	wf	_	the	_	ignore	9:12
3	hounds	wf	_	hound%1|hound%2	_	un	13:19

# text = attach a prefix to; 
# id = 01297961-v-1
# type = def
1	attach	wf	VB	attach%2	attach%2:35:01::	man	0:6
2	a	wf	DT	a	_	ignore	7:8
3	prefix	wf	NN	prefix%1|prefix%2	prefix%1:10:00::	man	9:15
4	to	wf	TO	to	_	ignore	16:18
5	;	wf	punc	_	_	ignore	18:19

# text = prefixed words
# id = 01297961-v-2
# type = ex
1	prefixed	wf	_	prefix%2	prefix%2:35:00::	auto	0:8
2	words	wf	_	word%1|words%1|word%2	_	un	9:14

# text = attach a suffix to; 
# id = 01298123-v-1
# type = def
1	attach	wf	VB	attach%2	attach%2:35:01::	man	0:6
2	a	wf	DT	a	_	ignore	7:8
3	suffix	wf	NN	suffix%1|suffix%2	suffix%1:10:00::	man	9:15
4	to	wf	TO	to	_	ignore	16:18
5	;	wf	punc	_	_	ignore	18:19

# text = suffix words
# id = 01298123-v-2
# type = ex
1	suffix	wf	_	suffix%1|suffix%2	suffix%2:35:00::	auto	0:6
2	words	wf	_	word%1|words%1|word%2	_	un	7:12

# text = attach a morpheme into a stem word
# id = 01298545-v-1
# type = def
1	attach	wf	VB	attach%2	attach%2:35:01::	man	0:6
2	a	wf	DT	a	_	ignore	7:8
3	morpheme	wf	NN	morpheme%1	morpheme%1:10:00::	auto	9:17
4	into	wf	IN	into	_	ignore	18:22
5	a	wf	DT	a	_	ignore	23:24
6	stem	wf	NN	stem%1|stem%2	stem%1:10:01::	man	25:29
7	word	wf	NN	word%1|word%2	word%1:10:00::	man	30:34

# text = remove the soldering from
# id = 01299667-v-1
# type = def
1	remove	wf	VB	remove%1|remove%2	_	un	0:6
2	the	wf	DT	the	_	ignore	7:10
3	soldering	wf	NN	soldering%1|solder%2	soldering%1:04:00::	man	11:20
4	from	wf	IN	from	_	ignore	21:25

# text = make disjoint, separated, or disconnected; undo the joining of
# id = 01294396-v-1
# type = def
1	make	wf	VB	make%1|make%2	make%2:30:00::	man	0:4
2	disjoint	wf	JJ	disjoint%2|disjoint%3	disjoint%2:35:00::	man	5:13
3	,	wf	punc	_	_	ignore	13:14
4	separated	wf	VBN	separate%2|separated%3	separated%5:00:00:unconnected:00	man	15:24
5	,	wf	punc	_	_	ignore	24:25
6	or	wf	CC	or	_	ignore	26:28
7	disconnected	wf	VBN	disconnect%2|disconnected%3	disconnect%2:35:00::	man	29:41
8	;	wf	punc	_	_	ignore	41:42
9	undo	wf	VB	undo%2	undo%2:35:01::	man	43:47
10	the	wf	DT	the	_	ignore	48:51
11	joining	wf	NN	joining%1|join%2	joining%1:04:00::	man	52:59
12	of	wf	IN	of	_	ignore	60:62

# text = cut the mane off (a horse)
# id = 01299473-v-1
# type = def
1	_	glob|a	_	cut_off%2|cut_off%3	cut_off%2:35:00::	man	_
2	cut	cf|a	VB	cut%1|cut%2|cut%3	_	un	0:3
3	the	wf	DT	the	_	ignore	4:7
4	mane	wf	NN	mane%1	mane%1:05:00::	man	8:12
5	off	cf|a	IN	off%2|off%3|off%4	_	un	13:16
6	_	aux	_	_	_	_	_
