# text = neotenic development
# id = 02768421-a-2
# type = ex
1	neotenic	wf	_	neotenic%3	neotenic%3:01:00::	auto	0:8
1	Sing	wf	_	sing%2	sing%2:36:01::	auto	0:4
2	Christmas	wf	_	Christmas%1	_	un	5:14
3	carols	wf	_	carol%1|carol%2	_	un	15:21

# text = celebrate by singing, in the style of minstrels
# id = 01730216-v-1
# type = def
1	celebrate	wf	VB	celebrate%2	celebrate%2:41:02::	man	0:9
2	by	wf	IN	by	_	ignore	10:12
3	singing	wf	VBG	singing%1|sing%2|singe%2|singing%3	sing%2:36:00::	man	13:20
4	,	wf	punc	_	_	ignore	20:21
5	in	wf	IN	in	_	ignore	22:24
6	the	wf	DT	the	_	ignore	25:28
7	style	wf	NN	style%1|style%2	style%1:07:00::	man	29:34
8	of	wf	IN	of	_	ignore	35:37
9	minstrels	wf	NNS	minstrel%1|minstrel%2	minstrel%1:18:00::	man	38:47

# text = sing a hymn
# id = 01731718-v-1
# type = def
1	sing	wf	VB	sing%2	sing%2:36:01::	man	0:4
2	a	wf	DT	a	_	ignore	5:6
3	hymn	wf	NN	hymn%1|hymn%2	hymn%1:10:00::	man	7:11

# text = play negligently on a musical instrument
# id = 01727230-v-1
# type = def
1	play	wf	VB	play%1|play%2	_	un	0:4
2	negligently	wf	RB	negligently%4	negligently%4:02:00::	auto	5:16
3	on	wf	IN	on	_	ignore	17:19
4	a	wf	DT	a	_	ignore	20:21
5	_	glob|a	_	musical_instrument%1	musical_instrument%1:06:00::	auto	_
6	musical	cf|a	JJ	musical%1|musical%3	_	un	22:29
7	instrument	cf|a	NN	instrument%1|instrument%2	_	un	30:40

# text = sing with a choir or an orchestra; 
# id = 01728613-v-1
# type = def
1	sing	wf	VB	sing%2	sing%2:36:00::	man	0:4
2	with	wf	IN	with	_	ignore	5:9
3	a	wf	DT	a	_	ignore	10:11
4	choir	wf	NN	choir%1|choir%2	choir%1:14:00::	man	12:17
5	or	wf	CC	or	_	ignore	18:20
6	an	wf	DT	an	_	ignore	21:23
7	orchestra	wf	NN	orchestra%1	orchestra%1:14:00::	man	24:33
8	;	wf	punc	_	_	ignore	33:34

# text = Every year the local orchestra and choir perform the ‘Messiah’ and the audience is invited to sing along
# id = 01728613-v-2
# type = ex
1	Every	wf	_	every	_	ignore	0:5
2	year	wf	_	year%1	_	un	6:10
3	the	wf	_	the	_	ignore	11:14
4	local	wf	_	local%1|local%3	_	un	15:20
5	orchestra	wf	_	orchestra%1	_	un	21:30
6	and	wf	_	and	_	ignore	31:34
7	choir	wf	_	choir%1|choir%2	_	un	35:40
8	perform	wf	_	perform%2	_	un	41:48
9	the	wf	_	the	_	ignore	49:52
10	‘	wf	punc	_	_	ignore	53:54
11	Messiah	wf	_	Messiah%1	_	un	54:61
12	’	wf	punc	_	_	ignore	61:62
13	and	wf	_	and	_	ignore	63:66
14	the	wf	_	the	_	ignore	67:70
15	audience	wf	_	audience%1	_	un	71:79
16	is	wf	_	i%1|be%2	_	un	80:82
17	invited	wf	_	invite%2	_	un	83:90
18	to	wf	_	to	_	ignore	91:93
19	_	glob|a	_	sing_along%2	sing_along%2:36:00::	auto	_
20	sing	cf|a	_	sing%2	_	un	94:98
21	along	cf|a	_	along%4	_	un	99:104

# text = play a percussion instrument
# id = 01732532-v-1
# type = def
1	play	wf	VB	play%1|play%2	_	un	0:4
2	a	wf	DT	a	_	ignore	5:6
3	_	glob|a	_	percussion_instrument%1	percussion_instrument%1:06:00::	auto	_
4	percussion	cf|a	NN	percussion%1	_	un	7:17
5	instrument	cf|a	NN	instrument%1|instrument%2	_	un	18:28

# text = sing the parts of (a round) in succession
# id = 01731577-v-1
# type = def
1	sing	wf	VB	sing%2	sing%2:36:01::	man	0:4
2	the	wf	DT	the	_	ignore	5:8
3	parts	wf	NNS	part%1|parts%1|part%2	_	un	9:14
4	of	wf	IN	of	_	ignore	15:17
5	_	aux	_	_	_	_	_
6	(	wf	punc	_	_	ignore	18:19
7	a	wf	DT	a	_	ignore	19:20
8	round	wf	NN	round%1|round%2|round%3|round%4	round%1:10:00::	man	21:26
9	)	wf	punc	_	_	ignore	26:27
10	_	aux	_	_	_	_	_
11	in	wf	IN	in	_	ignore	28:30
12	succession	wf	NN	succession%1	succession%1:04:00::	man	31:41

# text = sing by the syllables of solmization; 
# id = 01731353-v-1
# type = def
1	sing	wf	VB	sing%2	sing%2:36:00::	man	0:4
2	by	wf	IN	by	_	ignore	5:7
3	the	wf	DT	the	_	ignore	8:11
4	syllables	wf	NNS	syllable%1	syllable%1:10:00::	auto	12:21
5	of	wf	IN	of	_	ignore	22:24
6	solmization	wf	NN	solmization%1	solmization%1:10:00::	man	25:36
7	;	wf	punc	_	_	ignore	36:37

# text = solmizate a song before you learn the lyrics
# id = 01731353-v-2
# type = ex
1	solmizate	wf	_	solmizate%2	solmizate%2:36:01::	auto	0:9
2	a	wf	_	a	_	ignore	10:11
3	song	wf	_	song%1	_	un	12:16
4	before	wf	_	before%4	_	un	17:23
5	you	wf	_	you	_	ignore	24:27
6	learn	wf	_	learn%2	_	un	28:33
7	the	wf	_	the	_	ignore	34:37
8	lyrics	wf	_	lyric%1|lyric%2	_	un	38:44

# text = sing madrigals; 
# id = 01732014-v-1
# type = def
1	sing	wf	VB	sing%2	sing%2:36:01::	man	0:4
2	madrigals	wf	NNS	madrigal%1|madrigal%2	madrigal%1:10:00::	man	5:14
3	;	wf	punc	_	_	ignore	14:15

# text = The group was madrigaling beautifully
# id = 01732014-v-2
# type = ex
1	The	wf	_	the	_	ignore	0:3
2	group	wf	_	group%1|group%2	_	un	4:9
3	was	wf	_	be%2	_	un	10:13
4	madrigaling	wf	_	madrigal%2	madrigal%2:36:00::	auto	14:25
5	beautifully	wf	_	beautifully%4	_	un	26:37

# text = sing carols; 
# id = 01731828-v-1
# type = def
1	sing	wf	VB	sing%2	sing%2:36:01::	man	0:4
2	carols	wf	NNS	carol%1|carol%2	carol%1:10:00::|carol%1:04:00::	man	5:11
3	;	wf	punc	_	_	ignore	11:12

# text = They went caroling on Christmas Day
# id = 01731828-v-2
# type = ex
1	They	wf	_	they	_	ignore	0:4
2	went	wf	_	go%2	_	un	5:9
3	caroling	wf	_	caroling%1|carol%2	carol%2:36:00::	auto	10:18
4	on	wf	_	on	_	ignore	19:21
5	Christmas	wf	_	Christmas%1	_	un	22:31
6	Day	wf	_	Day%1	_	un	32:35

# text = blow the clarion
# id = 01733994-v-1
# type = def
1	blow	wf	VB	blow%1|blow%2	blow%2:39:05::	man	0:4
2	the	wf	DT	the	_	ignore	5:8
3	clarion	wf	NN	clarion%1|clarion%2|clarion%3	clarion%1:06:00::	man	9:16

# text = play the harp; 
# id = 01732713-v-1
# type = def
1	play	wf	VB	play%1|play%2	_	un	0:4
2	the	wf	DT	the	_	ignore	5:8
3	harp	wf	NN	harp%1|harp%2	harp%1:06:00::	man	9:13
4	;	wf	punc	_	_	ignore	13:14

# text = She harped the Saint-Saens beautifully
# id = 01732713-v-2
# type = ex
1	She	wf	_	she	_	ignore	0:3
2	harped	wf	_	harp%2	harp%2:36:00::	auto	4:10
3	the	wf	_	the	_	ignore	11:14
4	Saint-Saens	wf	_	Saint-Saens%1	_	un	15:26
5	beautifully	wf	_	beautifully%4	_	un	27:38

# text = give an interpretation or rendition of; 
# id = 01732172-v-1
# type = def
1	give	wf	VB	give%1|give%2	_	un	0:4
2	an	wf	DT	an	_	ignore	5:7
3	interpretation	wf	NN	interpretation%1	interpretation%1:04:02::	man	8:22
4	or	wf	CC	or	_	ignore	23:25
5	rendition	wf	NN	rendition%1	rendition%1:10:00::|rendition%1:04:01::	man	26:35
6	of	wf	IN	of	_	ignore	36:38
7	;	wf	punc	_	_	ignore	38:39

# text = The pianist rendered the Beethoven sonata beautifully
# id = 01732172-v-2
# type = ex
1	The	wf	_	the	_	ignore	0:3
2	pianist	wf	_	pianist%1	_	un	4:11
3	rendered	wf	_	render%2	render%2:36:03::	auto	12:20
4	the	wf	_	the	_	ignore	21:24
5	Beethoven	wf	_	Beethoven%1	_	un	25:34
6	sonata	wf	_	sonata%1	_	un	35:41
7	beautifully	wf	_	beautifully%4	_	un	42:53

# text = play or blow on the trumpet
# id = 01733829-v-1
# type = def
1	play	wf	VB	play%1|play%2	_	un	0:4
2	or	wf	CC	or	_	ignore	5:7
3	blow	wf	VB	blow%1|blow%2	blow%2:39:05::	man	8:12
4	on	wf	IN	on	_	ignore	13:15
5	the	wf	DT	the	_	ignore	16:19
6	trumpet	wf	NN	trumpet%1|trumpet%2	trumpet%1:06:00::	man	20:27

# text = sing using syllables like ‘do’, ‘re’ and ‘mi’ to represent the tones of the scale; 
# id = 01730384-v-1
# type = def
1	sing	wf	VB	sing%2	sing%2:36:00::	man	0:4
2	using	wf	VBG	using%1|use%2	_	un	5:10
3	syllables	wf	NNS	syllable%1	syllable%1:10:00::	auto	11:20
4	like	wf	IN	like%1|like%2|like%3	like%3:00:00::	man	21:25
5	‘	wf	punc	_	_	ignore	26:27
6	do	wf	VBP	do%1|do%2	do%1:10:00::	man	27:29
7	’	wf	punc	_	_	ignore	29:30
8	,	wf	punc	_	_	ignore	30:31
9	‘	wf	punc	_	_	ignore	32:33
10	re	wf	NN	re%1	re%1:10:00::	man	33:35
11	’	wf	punc	_	_	ignore	35:36
12	and	wf	CC	and	_	ignore	37:40
13	‘	wf	punc	_	_	ignore	41:42
14	mi	wf	NN	mi%1	mi%1:10:00::	man	42:44
15	’	wf	punc	_	_	ignore	44:45
16	to	wf	TO	to	_	ignore	46:48
17	represent	wf	VB	represent%2	represent%2:42:02::	man	49:58
18	the	wf	DT	the	_	ignore	59:62
19	tones	wf	NNS	tone%1|tone%2	tone%1:10:00::	man	63:68
20	of	wf	IN	of	_	ignore	69:71
21	the	wf	DT	the	_	ignore	72:75
22	scale	wf	NN	scale%1|scale%2	scale%1:10:00::	man	76:81
23	;	wf	punc	_	_	ignore	81:82

# text = The voice teacher showed the students how to solmizate
# id = 01730384-v-2
# type = ex
1	The	wf	_	the	_	ignore	0:3
2	voice	wf	_	voice%1|voice%2	_	un	4:9
3	teacher	wf	_	teacher%1	_	un	10:17
4	showed	wf	_	shew%2|show%2	_	un	18:24
5	the	wf	_	the	_	ignore	25:28
6	students	wf	_	student%1	_	un	29:37
7	how	wf	_	how	_	ignore	38:41
8	to	wf	_	to	_	ignore	42:44
9	solmizate	wf	_	solmizate%2	solmizate%2:36:00::	auto	45:54

# text = lead, as in the performance of a composition; 
# id = 01732921-v-1
# type = def
1	lead	wf	VB	lead%1|lead%2	_	un	0:4
2	,	wf	punc	_	_	ignore	4:5
3	as	wf	RB	as	_	ignore	6:8
4	in	wf	IN	in	_	ignore	9:11
5	the	wf	DT	the	_	ignore	12:15
6	performance	wf	NN	performance%1	performance%1:04:01::	man	16:27
7	of	wf	IN	of	_	ignore	28:30
8	a	wf	DT	a	_	ignore	31:32
9	composition	wf	NN	composition%1	composition%1:10:01::	man	33:44
10	;	wf	punc	_	_	ignore	44:45

# text = conduct an orchestra; Barenboim conducted the Chicago symphony for years
# id = 01732921-v-2
# type = ex
1	conduct	wf	_	conduct%1|conduct%2	conduct%2:36:00::	auto	0:7
2	an	wf	_	an	_	ignore	8:10
3	orchestra	wf	_	orchestra%1	_	un	11:20
4	;	wf	punc	_	_	ignore	20:21
5	Barenboim	wf	_	Barenboim	_	un	22:31
6	conducted	wf	_	conduct%2	conduct%2:36:00::	auto	32:41
7	the	wf	_	the	_	ignore	42:45
8	Chicago	wf	_	Chicago%1	_	un	46:53
9	symphony	wf	_	symphony%1	_	un	54:62
10	for	wf	_	for	_	ignore	63:66
11	years	wf	_	year%1|years%1	_	un	67:72

# text = reproduce fourfold; 
# id = 01735947-v-1
# type = def
1	reproduce	wf	VB	reproduce%2	_	un	0:9
2	fourfold	wf	RB	fourfold%3|fourfold%4	fourfold%4:02:00::	man	10:18
3	;	wf	punc	_	_	ignore	18:19

# text = quadruplicate the bill
# id = 01735947-v-2
# type = ex
1	quadruplicate	wf	_	quadruplicate%1|quadruplicate%2|quadruplicate%3	quadruplicate%2:36:00::	auto	0:13
2	the	wf	_	the	_	ignore	14:17
3	bill	wf	_	bill%1|bill%2	_	un	18:22

# text = articulate by tonguing, as when playing wind instruments
# id = 01734300-v-1
# type = def
1	articulate	wf	VB	articulate%2|articulate%3	articulate%2:32:00::	man	0:10
2	by	wf	IN	by	_	ignore	11:13
3	tonguing	wf	VBG	tongue%2	_	un	14:22
4	,	wf	punc	_	_	ignore	22:23
5	as	wf	IN	as	_	ignore	24:26
6	when	wf	WRB	when	_	ignore	27:31
7	playing	wf	VBG	playing%1|play%2	_	un	32:39
8	_	glob|a	_	wind_instrument%1	wind_instrument%1:06:00::	auto	_
9	wind	cf|a	NN	wind%1|wind%2	_	un	40:44
10	instruments	cf|a	NNS	instrument%1|instrument%2	_	un	45:56

# text = play the violin or fiddle
# id = 01733667-v-1
# type = def
1	play	wf	VB	play%1|play%2	_	un	0:4
2	the	wf	DT	the	_	ignore	5:8
3	violin	wf	NN	violin%1	violin%1:06:00::	auto	9:15
4	or	wf	CC	or	_	ignore	16:18
5	fiddle	wf	NN	fiddle%1|fiddle%2	fiddle%1:06:00::	man	19:25

# text = play fast notes on a wind instrument
# id = 01734131-v-1
# type = def
1	play	wf	VB	play%1|play%2	_	un	0:4
2	fast	wf	RB	fast%1|fast%2|fast%3|fast%4	fast%3:00:02::	man	5:9
3	notes	wf	NNS	note%1|note%2	note%1:10:04::	man	10:15
4	on	wf	IN	on	_	ignore	16:18
5	a	wf	DT	a	_	ignore	19:20
6	_	glob|a	_	wind_instrument%1	wind_instrument%1:06:00::	auto	_
7	wind	cf|a	NN	wind%1|wind%2	_	un	21:25
8	instrument	cf|a	NN	instrument%1|instrument%2	_	un	26:36

# text = reproduce threefold; 
# id = 01735799-v-1
# type = def
1	reproduce	wf	VB	reproduce%2	_	un	0:9
2	threefold	wf	RB	threefold%3|threefold%4	threefold%4:02:00::	man	10:19
3	;	wf	punc	_	_	ignore	19:20

# text = triplicate the letter for the committee
# id = 01735799-v-2
# type = ex
1	triplicate	wf	_	triplicate%1|triplicate%2	triplicate%2:36:00::	auto	0:10
2	the	wf	_	the	_	ignore	11:14
3	letter	wf	_	letter%1|letter%2	_	un	15:21
4	for	wf	_	for	_	ignore	22:25
5	the	wf	_	the	_	ignore	26:29
6	committee	wf	_	committee%1	_	un	30:39

# text = reproduce by xerography
# id = 01736299-v-1
# type = def
1	reproduce	wf	VB	reproduce%2	_	un	0:9
2	by	wf	IN	by	_	ignore	10:12
3	xerography	wf	NN	xerography%1	xerography%1:04:00::	auto	13:23

# text = make or do or perform again; 
# id = 01734502-v-1
# type = def
1	make	wf	VB	make%1|make%2	make%2:36:00::	man	0:4
2	or	wf	CC	or	_	ignore	5:7
3	do	wf	VB	do%1|do%2	_	un	8:10
4	or	wf	CC	or	_	ignore	11:13
5	perform	wf	VB	perform%2	_	un	14:21
6	again	wf	RB	again%4	again%4:02:00::	auto	22:27
7	;	wf	punc	_	_	ignore	27:28

# text = He could never replicate his brilliant performance of the magic trick
# id = 01734502-v-2
# type = ex
1	He	wf	_	he	_	ignore	0:2
2	could	wf	_	could	_	ignore	3:8
3	never	wf	_	never%4	_	un	9:14
4	replicate	wf	_	replicate%2	replicate%2:36:00::	auto	15:24
5	his	wf	_	his	_	ignore	25:28
6	brilliant	wf	_	brilliant%3	_	un	29:38
7	performance	wf	_	performance%1	_	un	39:50
8	of	wf	_	of	_	ignore	51:53
9	the	wf	_	the	_	ignore	54:57
10	magic	wf	_	magic%1|magic%3	_	un	58:63
11	trick	wf	_	trick%1|trick%2	_	un	64:69

# text = print anew; 
# id = 01736098-v-1
# type = def
1	print	wf	VB	print%1|print%2	_	un	0:5
2	anew	wf	RB	anew%4	anew%4:02:00::	auto	6:10
3	;	wf	punc	_	_	ignore	10:11

# text = They never reprinted the famous treatise
# id = 01736098-v-2
# type = ex
1	They	wf	_	they	_	ignore	0:4
2	never	wf	_	never%4	_	un	5:10
3	reprinted	wf	_	reprint%2	reprint%2:36:00::	auto	11:20
4	the	wf	_	the	_	ignore	21:24
5	famous	wf	_	famous%3	_	un	25:31
6	treatise	wf	_	treatise%1	_	un	32:40

# text = lead musicians in the performance of; 
# id = 01733213-v-1
# type = def
1	lead	wf	VB	lead%1|lead%2	_	un	0:4
2	musicians	wf	NNS	musician%1	musician%1:18:01::	man	5:14
3	in	wf	IN	in	_	ignore	15:17
4	the	wf	DT	the	_	ignore	18:21
5	performance	wf	NN	performance%1	performance%1:04:01::	man	22:33
6	of	wf	IN	of	_	ignore	34:36
7	;	wf	punc	_	_	ignore	36:37

# text = Bernstein conducted Mahler like no other conductor
# id = 01733213-v-2
# type = ex
1	Bernstein	wf	_	Bernstein%1	_	un	0:9
2	conducted	wf	_	conduct%2	conduct%2:36:04::	auto	10:19
3	Mahler	wf	_	Mahler%1	_	un	20:26
4	like	wf	_	like%1|like%2|like%3	_	un	27:31
5	no	wf	_	no%1|no%3|no%4	_	un	32:34
6	other	wf	_	other%3	_	un	35:40
7	conductor	wf	_	conductor%1	_	un	41:50

# text = she cannot conduct modern pieces
# id = 01733213-v-3
# type = ex
1	she	wf	_	she	_	ignore	0:3
2	can	wf	_	can%1|can%2	_	ignore	4:7
3	not	wf	_	not%4	_	ignore	7:10
4	conduct	wf	_	conduct%1|conduct%2	conduct%2:36:04::	auto	11:18
5	modern	wf	_	modern%1|modern%3	_	un	19:25
6	pieces	wf	_	piece%1|piece%2	_	un	26:32

# text = make a copy by means of a Photostat device
# id = 01736669-v-1
# type = def
1	make	wf	VB	make%1|make%2	make%2:36:00::	man	0:4
2	a	wf	DT	a	_	ignore	5:6
3	copy	wf	NN	copy%1|copy%2	_	un	7:11
4	by	wf	IN	by	_	ignore	12:14
5	means	wf	NN	mean%1|means%1|mean%2	_	ignore	15:20
6	of	wf	IN	of	_	ignore	21:23
7	a	wf	DT	a	_	ignore	24:25
8	Photostat	wf	NNP	Photostat%1	photostat%1:06:00::	auto	26:35
9	device	wf	NN	device%1	device%1:06:00::	man	36:42

# text = photocopy printed or other graphic matter so that it is reduced in size
# id = 01736523-v-1
# type = def
1	photocopy	wf	VB	photocopy%1|photocopy%2	photocopy%2:36:00::	man	0:9
2	printed	wf	VBN	print%2	_	un	10:17
3	or	wf	CC	or	_	ignore	18:20
4	other	wf	JJ	other%3	_	un	21:26
5	graphic	wf	JJ	graphic%1|graphic%3	graphic%5:00:00:written:00	man	27:34
6	matter	wf	NN	matter%1|matter%2	_	un	35:41
7	so	wf	IN	so%1|so%4	_	un	42:44
8	that	wf	WDT	that	_	ignore	45:49
9	it	wf	PRP	it	_	ignore	50:52
10	is	wf	VBZ	i%1|be%2	_	un	53:55
11	reduced	wf	VBN	reduce%2|reduced%3	_	un	56:63
12	in	wf	IN	in	_	ignore	64:66
13	size	wf	NN	size%1|size%2|size%3	size%1:07:00::	man	67:71

# text = make a copy or equivalent of; 
# id = 01736822-v-1
# type = def
1	make	wf	VB	make%1|make%2	make%2:36:00::	man	0:4
2	a	wf	DT	a	_	ignore	5:6
3	copy	wf	NN	copy%1|copy%2	_	un	7:11
4	or	wf	CC	or	_	ignore	12:14
5	equivalent	wf	NN	equivalent%1|equivalent%3	equivalent%1:09:00::	man	15:25
6	of	wf	IN	of	_	ignore	26:28
7	;	wf	punc	_	_	ignore	28:29

# text = reproduce the painting
# id = 01736822-v-2
# type = ex
1	reproduce	wf	_	reproduce%2	reproduce%2:36:00::	auto	0:9
2	the	wf	_	the	_	ignore	10:13
3	painting	wf	_	painting%1|paint%2	_	un	14:22

# text = produce electric current by electrostatic or magnetic processes
# id = 01737417-v-1
# type = def
1	produce	wf	VB	produce%1|produce%2	produce%2:36:03::	man	0:7
2	_	glob|a	_	electric_current%1	electric_current%1:19:00::	auto	_
3	electric	cf|a	JJ	electric%1|electric%3	_	un	8:16
4	current	cf|a	NN	current%1|current%3	_	un	17:24
5	by	wf	IN	by	_	ignore	25:27
6	electrostatic	wf	JJ	electrostatic%3	electrostatic%3:01:00::	auto	28:41
7	or	wf	CC	or	_	ignore	42:44
8	magnetic	wf	JJ	magnetic%3	_	un	45:53
9	processes	wf	NNS	process%1|process%2	_	un	54:63

# text = form by reduplication; 
# id = 01735556-v-1
# type = def
1	form	wf	VB	form%1|form%2	form%2:30:01::	man	0:4
2	by	wf	IN	by	_	ignore	5:7
3	reduplication	wf	NN	reduplication%1	reduplication%1:10:00::	man	8:21
4	;	wf	punc	_	_	ignore	21:22

# text = The consonant reduplicates after a short vowel
# id = 01735556-v-2
# type = ex
1	The	wf	_	the	_	ignore	0:3
2	consonant	wf	_	consonant%1|consonant%3	_	un	4:13
3	reduplicates	wf	_	reduplicate%2	reduplicate%2:36:01::	auto	14:26
4	after	wf	_	after%3|after%4	_	un	27:32
5	a	wf	_	a	_	ignore	33:34
6	short	wf	_	short%1|short%2|short%3|short%4	_	un	35:40
7	vowel	wf	_	vowel%1	_	un	41:46

# text = The morpheme can be reduplicated to emphasize the meaning of the word
# id = 01735556-v-3
# type = ex
1	The	wf	_	the	_	ignore	0:3
2	morpheme	wf	_	morpheme%1	_	un	4:12
3	can	wf	_	can%1|can%2	_	un	13:16
4	be	wf	_	be%2	_	un	17:19
5	reduplicated	wf	_	reduplicate%2	reduplicate%2:36:01::	auto	20:32
6	to	wf	_	to	_	ignore	33:35
7	emphasize	wf	_	emphasize%2	_	un	36:45
8	the	wf	_	the	_	ignore	46:49
9	meaning	wf	_	meaning%1|mean%2|meaning%3	_	un	50:57
10	of	wf	_	of	_	ignore	58:60
11	the	wf	_	the	_	ignore	61:64
12	word	wf	_	word%1|word%2	_	un	65:69

# text = repeat stages of evolutionary development during the embryonic phase of life
# id = 01735144-v-1
# type = def
1	repeat	wf	VB	repeat%1|repeat%2	repeat%2:36:00::	man	0:6
2	stages	wf	NNS	stage%1|stage%2	stage%1:26:00::|stage%1:28:00::	man	7:13
3	of	wf	IN	of	_	ignore	14:16
4	evolutionary	wf	JJ	evolutionary%3	evolutionary%3:01:00::	auto	17:29
5	development	wf	NN	development%1	_	un	30:41
6	during	wf	IN	during	_	ignore	42:48
7	the	wf	DT	the	_	ignore	49:52
8	embryonic	wf	JJ	embryonic%3	embryonic%5:00:00:immature:01	man	53:62
9	phase	wf	NN	phase%1|phase%2	_	un	63:68
10	of	wf	IN	of	_	ignore	69:71
11	life	wf	NN	life%1	_	un	72:76

# text = make a duplicate or duplicates of; 
# id = 01735308-v-1
# type = def
1	make	wf	VB	make%1|make%2	make%2:36:00::	man	0:4
2	a	wf	DT	a	_	ignore	5:6
3	duplicate	wf	NN	duplicate%1|duplicate%2|duplicate%3	duplicate%1:06:00::	man	7:16
4	or	wf	CC	or	_	ignore	17:19
5	duplicates	wf	VBZ	duplicate%1|duplicate%2	duplicate%1:06:00::	man	20:30
6	of	wf	RP	of	_	ignore	31:33
7	;	wf	punc	_	_	ignore	33:34

# text = Could you please duplicate this letter for me?
# id = 01735308-v-2
# type = ex
1	Could	wf	_	could	_	ignore	0:5
2	you	wf	_	you	_	ignore	6:9
3	please	wf	_	please%2|please%4	_	un	10:16
4	duplicate	wf	_	duplicate%1|duplicate%2|duplicate%3	duplicate%2:36:01::	auto	17:26
5	this	wf	_	this	_	ignore	27:31
6	letter	wf	_	letter%1|letter%2	_	un	32:38
7	for	wf	_	for	_	ignore	39:42
8	me	wf	_	me	_	ignore	43:45
9	?	wf	punc	_	_	ignore	45:46

# text = create anew; 
# id = 01737617-v-1
# type = def
1	create	wf	VB	create%2	create%2:36:00::	man	0:6
2	anew	wf	RB	anew%4	anew%4:02:00::	auto	7:11
3	;	wf	punc	_	_	ignore	11:12

# text = she recreated the feeling of the 1920's with her stage setting
# id = 01737617-v-2
# type = ex
1	she	wf	_	she	_	ignore	0:3
2	recreated	wf	_	recreate%2	recreate%2:36:05::	auto	4:13
3	the	wf	_	the	_	ignore	14:17
4	feeling	wf	_	feeling%1|feel%2	_	un	18:25
5	of	wf	_	of	_	ignore	26:28
6	the	wf	_	the	_	ignore	29:32
7	1920's	wf	_	1920	_	un	33:39
8	with	wf	_	with	_	ignore	40:44
9	her	wf	_	her	_	ignore	45:48
10	stage	wf	_	stage%1|stage%2	_	un	49:54
11	setting	wf	_	setting%1|set%2	_	un	55:62

# text = create anew and make over; 
# id = 01737778-v-1
# type = def
1	create	wf	VB	create%2	create%2:36:00::	man	0:6
2	anew	wf	RB	anew%4	anew%4:02:00::	auto	7:11
3	and	wf	CC	and	_	ignore	12:15
4	_	glob|a	_	make_over%2	make_over%2:36:00::	man	_
5	make	cf|a	VB	make%1|make%2	_	un	16:20
6	over	cf|a	RP	over%1|over%3|over%4	_	un	21:25
7	;	wf	punc	_	_	ignore	25:26

# text = He reinvented African music for American listeners
# id = 01737778-v-2
# type = ex
1	He	wf	_	he	_	ignore	0:2
2	reinvented	wf	_	reinvent%2	reinvent%2:36:00::	auto	3:13
3	African	wf	_	African%1|African%3	_	un	14:21
4	music	wf	_	music%1	_	un	22:27
5	for	wf	_	for	_	ignore	28:31
6	American	wf	_	American%1|American%3	_	un	32:40
7	listeners	wf	_	listener%1	_	un	41:50

# text = work out; 
# id = 01738597-v-1
# type = def
1	_	glob|a	_	work_out%2	_	un	_
2	work	cf|a	VB	work%1|work%2	_	un	0:4
3	out	cf|a	RP	out%1|out%2|out%3|out%4	_	un	5:8
4	;	wf	punc	_	_	ignore	8:9

# text = We have developed a new theory of evolution
# id = 01738597-v-2
# type = ex
1	We	wf	_	we	_	ignore	0:2
2	have	wf	_	have%1|have%2	_	un	3:7
3	developed	wf	_	develop%2|developed%3	develop%2:36:00::	auto	8:17
4	a	wf	_	a	_	ignore	18:19
5	new	wf	_	new%3|new%4	_	un	20:23
6	theory	wf	_	theory%1	_	un	24:30
7	of	wf	_	of	_	ignore	31:33
8	evolution	wf	_	evolution%1	_	un	34:43

# text = organize or be responsible for; 
# id = 01733477-v-1
# type = def
1	organize	wf	VB	organize%2	organize%2:41:01::	man	0:8
2	or	wf	CC	or	_	ignore	9:11
3	be	wf	VB	be%2	_	un	12:14
4	responsible	wf	JJ	responsible%3	_	un	15:26
5	for	wf	IN	for	_	ignore	27:30
6	;	wf	punc	_	_	ignore	30:31

# text = hold a reception
# id = 01733477-v-2
# type = ex
1	hold	wf	_	hold%1|hold%2	hold%2:36:00::	auto	0:4
2	a	wf	_	a	_	ignore	5:6
3	reception	wf	_	reception%1	_	un	7:16

# text = have, throw, or make a party
# id = 01733477-v-3
# type = ex
1	have	wf	_	have%1|have%2	have%2:36:00::	auto	0:4
2	,	wf	punc	_	_	ignore	4:5
3	throw	wf	_	throw%1|throw%2	throw%2:36:08::	auto	6:11
4	,	wf	punc	_	_	ignore	11:12
5	or	wf	_	or	_	ignore	13:15
6	make	wf	_	make%1|make%2	make%2:36:04::	auto	16:20
7	a	wf	_	a	_	ignore	21:22
8	party	wf	_	party%1|party%2	_	un	23:28

# text = give a course
# id = 01733477-v-4
# type = ex
1	give	wf	_	give%1|give%2	give%2:36:02::	auto	0:4
2	a	wf	_	a	_	ignore	5:6
3	course	wf	_	course%1|course%2|course%4	_	un	7:13

# text = reproduce or make an exact copy of; 
# id = 01734929-v-1
# type = def
1	reproduce	wf	VB	reproduce%2	_	un	0:9
2	or	wf	CC	or	_	ignore	10:12
3	make	wf	VB	make%1|make%2	make%2:36:00::	man	13:17
4	an	wf	DT	an	_	ignore	18:20
5	exact	wf	JJ	exact%2|exact%3	exact%3:00:00::	man	21:26
6	copy	wf	NN	copy%1|copy%2	_	un	27:31
7	of	wf	IN	of	_	ignore	32:34
