l,total
"George_Simon_Kaufman",1
"orientated",1
"spellbinder",1
"needless",1
"counterclockwise_rotation",1
"genus_Amsonia",1
"Alliaria",1
"fossorial_mammal",1
"antigenic_determinant",1
"beefsteak_begonia",1
"canine_chorea",1
"good_luck_charm",1
"striped_killifish",1
"Samuel_de_Champlain",1
"platform_bed",1
"field_chamomile",1
"climatical",1
"computer_graphics",1
"family_Helvellaceae",1
"yogic",1
"Conoy",1
"cesium",1
"word_accent",1
"Nightingale",1
"septuagenarian",1
"Calosoma_scrutator",1
"lipomatosis",1
"oven_thermometer",1
"horsefish",1
"Hillel",1
"succeeder",1
"autotomise",1
"Zambezi_River",1
"bird_family",1
"plausibly",1
"Pteridospermopsida",1
"capital_of_Egypt",1
"order_Dinocerata",1
"superficial_epigastric_vein",1
"Edward_Benjamin_Britten",1
"double_digit",1
"tirelessness",1
"Sitka",1
"waistcloth",1
"Aramus_guarauna",1
"Coprinaceae",1
"Rhodes_scholar",1
"brood_bitch",1
"solar_eclipse",1
"Guevina_heterophylla",1
"Oriolus_oriolus",1
"zinc_sulfide",1
"Robert_M._Yerkes",1
"swear_off",1
"Anaheim",1
"genus_Haematoxylum",1
"face-harden",1
"color_TV",1
"field_pussytoes",1
"precinct",1
"Chinese_Shan",1
"German_rampion",1
"Elspar",1
"black_bead",1
"empirically",1
"monosodium_glutamate",1
"specialized",1
"Colbert_butter",1
"anopia",1
"Army_of_the_Pure",1
"antibacterial_drug",1
"Chaplin",1
"rosy-purple",1
"Hieronymus",1
"methylene_chloride",1
"coffee-table_book",1
"sedimentation_rate",1
"phonologic_system",1
"chocolate_mousse",1
"parotid_vein",1
"childlessness",1
"Nentsi",1
"punctiliousness",1
"Cyanocitta_cristata",1
"Clozaril",1
"scoopful",1
"Quercus_imbricaria",1
"Asa_Gray",1
"Edward_the_Martyr",1
"Carcharhinidae",1
"Myrrhis",1
"croton_oil",1
"American_sweet_gum",1
"land_development",1
"liven",1
"common_wormwood",1
"sweet_alyssum",1
"Band_of_Partisans",1
"spyhole",1
"buddy",1
"conventionalized",1
"temporal_artery",1
"incestuously",1
"polly_fish",1
"punctual",1
"antilepton",1
"pleasant-tasting",1
"Arthur_Ashe",1
"International_Civil_Aviation_Organization",1
"hearing-impaired",1
"numismatics",1
"worriment",1
"bolometer",1
"Ulva",1
"Honore_de_Balzac",1
"towline",1
"coin_blank",1
"moccasin_flower",1
"agamous",1
"endocrine_gland",1
"grouchily",1
"self-conceitedly",1
"bean-shaped",1
"Arianrhod",1
"strontium_90",1
"attainability",1
"Bittacidae",1
"forty-seventh",1
"Dermochelys_coriacea",1
"felt-tip_pen",1
"vac",1
"barberry",1
"secular_games",1
"twenty-two_pistol",1
"displacement_unit",1
"unchartered",1
"Petasites_vulgaris",1
"philosophize",1
"natty",1
"depressive",1
"Episcopal",1
"killdeer_plover",1
"centesis",1
"aigrette",1
"common_zebra",1
"martial_music",1
"lily-of-the-valley_tree",1
"mining_geology",1
"pollenation",1
"trade_union_movement",1
"carpeted",1
"metric_function",1
"unchangeable",1
"rope-a-dope",1
"Luluabourg",1
"hedge_in",1
"Arna_Wendell_Bontemps",1
"castor_oil",1
"eternal_life",1
"haemal_arch",1
"ghatti_gum",1
"chivvy",1
"grinding_wheel",1
"order_Zygnematales",1
"long_chain",1
"jodhpur",1
"gasoline",1
"take_control",1
"metrological",1
"federal_deficit",1
"misch_metal",1
"ethology",1
"hospital_train",1
"subscribed",1
"shank's_pony",1
"horseless_carriage",1
"axilla",1
"addlepated",1
"valuelessness",1
"Republic_of_Cameroon",1
"catherine_wheel",1
"scablands",1
"Tapiridae",1
"aponeurotic",1
"three-dimensional_radar",1
"turn_up_the_heat",1
"tree_wallaby",1
"hydrated",1
"family_Psilophytaceae",1
"West_Palm_Beach",1
"revivalist",1
"homing",1
"frank_breech_delivery",1
"Pomatomidae",1
"complex_absence",1
"Bryan_Donkin",1
"epikeratophakia",1
"higher_criticism",1
"Greater_Sunda_Islands",1
"glandular_plague",1
"Airedale",1
"blood_transfusion",1
"Orange_River",1
"gun_down",1
"triquetral",1
"aforesaid",1
"fast-paced",1
"sui_generis",1
"vacantly",1
"fatally",1
"reverse_fault",1
"Schlumbergera",1
"Hydrobates_pelagicus",1
"harmattan",1
"Aether",1
"crazed",1
"common_divisor",1
"blackmailer",1
"Galega",1
"Espagnole",1
"answer_for",1
"Haemanthus_coccineus",1
"pleonasm",1
"Edward_James_Muggeridge",1
"underprivileged",1
"mapinguari",1
"semi-climber",1
"cloveroot",1
"corm",1
"Evernia",1
"arthrosporic",1
"calves'_liver",1
"plane_seat",1
"Turkey_red",1
"microscope",1
"Chinese_lacquer_tree",1
"signal_tower",1
"packed_cells",1
"slyboots",1
"palaeology",1
"Cumberland_Mountains",1
"ft",1
"respiratory_center",1
"Capitol_Reef_National_Park",1
"Northamptonshire",1
"buck_private",1
"starter_motor",1
"Xyphophorus_helleri",1
"genus_Primula",1
"fall_by_the_wayside",1
"free-for-all",1
"Turkestan",1
"virtual_image",1
"genus_Pandion",1
"Sadi_Carnot",1
"auscultate",1
"polygynous",1
"bare_bone",1
"loungewear",1
"consumer_finance_company",1
"sulcate",1
"Pinnotheres",1
"primary_solid_solution",1
"SWbW",1
"sisterlike",1
"micro",1
"down_quark",1
"part_with",1
"Sir_Herbert_Beerbohm_Tree",1
"feoff",1
"nonappearance",1
"use_of_goods_and_services",1
"wrinkle-resistant",1
"urgently",1
"Sunday_best",1
"high_commissioner",1
"mahout",1
"hygienise",1
"localisation_of_function",1
"unquotable",1
"Grimes'_golden",1
"rhodolite",1
"microwave_spectroscopy",1
"ALGOL",1
"rictus",1
"St._Barbara's_herb",1
"trace_program",1
"heraldic_bearing",1
"Australian_arowana",1
"cloudlessness",1
"sexual_characteristic",1
"wall_rocket",1
"Corallorhiza_maculata",1
"shoot_the_breeze",1
"boaster",1
"paisa",1
"Coleridgean",1
"coatrack",1
"Low_Countries",1
"orthopedic",1
"standard_gauge",1
"sanctimony",1
"J._B._Rhine",1
"ebonite",1
"genus_Francoa",1
"genus_Silybum",1
"water_pore",1
"George_Sand",1
"Dendroctonus_rufipennis",1
"milliped",1
"fosterling",1
"isobutylene",1
"domestic_flight",1
"vilely",1
"meningeal_artery",1
"sympatric",1
"optimization",1
"Hydrangea_macrophylla_hortensis",1
"day_jessamine",1
"Hypatia",1
"oyster_cracker",1
"personality_inventory",1
"Benday_process",1
"Continental_Army",1
"jumble_sale",1
"cladode",1
"fleshed_out",1
"negroid",1
"green_pepper",1
"bastard_title",1
"Bose",1
"ununtrium",1
"chloasma",1
"Moscow",1
"genus_Galax",1
"interspecies",1
"axially",1
"synchronal",1
"Antananarivo",1
"subprogram",1
"painted_terrapin",1
"provitamin",1
"fetching",1
"potato_chip",1
"pettishness",1
"Demotic_script",1
"New_Zealand_wren",1
"optimist",1
"love-philter",1
"loan_participation",1
"bench_warrant",1
"removable_disk",1
"Sir_Harry_MacLennan_Lauder",1
"internationalistic",1
"ableism",1
"prevailing_wind",1
"Lost_Tribes",1
"perennial_ragweed",1
"500th",1
"velocity",1
"Hebridean",1
"Coturnix",1
"trichromacy",1
"Marcus_Aurelius",1
"Strepsirhini",1
"monofocal_lens_implant",1
"dipteron",1
"intersectant",1
"anthropoidal",1
"calico_crab",1
"melancholia",1
"Roman_collar",1
"John_Donald_Budge",1
"grotto",1
"Wilderness",1
"Conodontophorida",1
"regimentation",1
"deism",1
"criminalness",1
"Farm_Credit_System",1
"Orissa",1
"dyer's_greenweed",1
"arterial_pressure",1
"homocyclic",1
"fraternisation",1
"telemeter",1
"trews",1
"houdah",1
"euchre",1
"Inderal",1
"1840s",1
"redfin_pickerel",1
"pyloric_vein",1
"Rhizobiaceae",1
"Carson_Smith_McCullers",1
"Eleocharis_acicularis",1
"wood_vise",1
"square_off",1
"masculinise",1
"metronidazole",1
"pia",1
"unweathered",1
"suspender_belt",1
"subclass_Lepidosauria",1
"structural_member",1
"viricide",1
"Aristophanes",1
"ELINT",1
"red-skinned_onion",1
"family_Acanthisittidae",1
"reinvigorate",1
"family_Thelypteridaceae",1
"Old_Bailey",1
"Vaccinium_myrsinites",1
"presbyope",1
"entomion",1
"danceroom_music",1
"acarpelous",1
"Tardigrada",1
"grindle",1
"Meryta",1
"twee",1
"Brassica_oleracea_gemmifera",1
"Hibiscus_moschatus",1
"coal_black",1
"lovingly",1
"genus_Gnetum",1
"gleet",1
"well-preserved",1
"travel_reimbursement",1
"hemoglobinuria",1
"primary_color",1
"Swedish_massage",1
"nutmeg_tree",1
"shockable",1
"cactus",1
"department_store",1
"South_Korean_won",1
"social_dancing",1
"variola",1
"autumn_sneezeweed",1
"declassification",1
"good_humour",1
"mesalliance",1
"reconnaissance_mission",1
"wine_merchant",1
"curatorship",1
"serf",1
"deoxythymidine",1
"objector",1
"spear-point",1
"fall_into_place",1
"Jefferson_Davis",1
"federal_agency",1
"Republic_of_Palau",1
"Bernardo_Bertolucci",1
"Laricariidae",1
"electric_mixer",1
"bob_up",1
"temporariness",1
"shut_in",1
"Corypha_umbraculifera",1
"Larus",1
"priory",1
"min",1
"petaloid",1
"clean_room",1
"Pholiota_aurea",1
"topologic",1
"Ch'in_dynasty",1
"Antioch",1
"lauhala",1
"devolve_on",1
"prohibitory",1
"drop-leaf",1
"recriminative",1
"casualness",1
"Manchuria",1
"genus_Piptadenia",1
"abridgment",1
"battle_damage",1
"Anti-Imperialist_International_Brigade",1
"cart_off",1
"levorotary",1
"unctuous",1
"skimpily",1
"local_anaesthesia",1
"Chile_nut",1
"flat_bone",1
"pollen_count",1
"groveling",1
"caryophyllaceous_plant",1
"embalmment",1
"surfboarding",1
"purple-veined",1
"Nuphar_lutea",1
"semilunar_valve",1
"auf_wiedersehen",1
"Chesterfield",1
"ewe",1
"cruller",1
"American_aloe",1
"Euderma_maculata",1
"beef_fondue",1
"deja_vu",1
"trump_card",1
"book_up",1
"Bull_Moose_Party",1
"XL",1
"tea_garden",1
"monkeypod",1
"Assam",1
"Adzharia",1
"male_chauvinist",1
"mistreatment",1
"Aphis",1
"oblanceolate",1
"genus_Saponaria",1
"Iseult",1
"black_music",1
"Leontopodium",1
"Purus_River",1
"Grace_Patricia_Kelly",1
"brown-haired",1
"Samoan_Islands",1
"Japanese_chess",1
"conjunctiva",1
"lepidote",1
"Fra_Filippo_Lippi",1
"gaseous_nebula",1
"procaine_hydrochloride",1
"penicillamine",1
"vasa_efferentia",1
"unsuitableness",1
"genus_Kobus",1
"grey_birch",1
"sieve_out",1
"Christ_Within",1
"Jean_Cocteau",1
"Salvia_lancifolia",1
"acrophobic",1
"Haemulon_album",1
"javelina",1
"endocranium",1
"diapensia",1
"nuclear_energy",1
"polyconic_projection",1
"travel_allowance",1
"Symbion_pandora",1
"humans",1
"anachronistically",1
"Phaeophyceae",1
"Republic_of_The_Gambia",1
"unmedicinal",1
"screw_pine",1
"hogchoker",1
"manic_disorder",1
"Gauri",1
"Pinsk",1
"populated_area",1
"Henry_VI",1
"mutineer",1
"KO_punch",1
"schizocarp",1
"frustrated",1
"spermatic",1
"screw_key",1
"knotgrass",1
"laid_low",1
"electron_radiation",1
"Eugene_O'Neill",1
"Quercus_grosseserrata",1
"Master_of_Science_in_Engineering",1
"run_by",1
"telegraphist",1
"Verrazano_Narrows",1
"honky",1
"operculum",1
"aliterate",1
"levant",1
"prima_ballerina",1
"genus_Eriophorum",1
"standing_press",1
"capo",1
"ethylene_tetrachloride",1
"stained-glass_window",1
"treacherously",1
"order_Scorpionida",1
"searing_iron",1
"lally",1
"je_ne_sais_quoi",1
"OTC_security",1
"vermouth",1
"dulcify",1
"from_each_one",1
"taret_organ",1
"genus_Adiantum",1
"turtler",1
"square_block",1
"Benchley",1
"play_group",1
"moniker",1
"space_age",1
"Nageia",1
"bowls",1
"refractory_period",1
"chicken_taco",1
"insalubriousness",1
"sphenoid",1
"stepping_motor",1
"red_false_mallow",1
"birthrate",1
"Atlas_Mountains",1
"George_Stevens",1
"family_Pterodactylidae",1
"Second_Epistle_to_the_Corinthians",1
"Saussure",1
"solar_wind",1
"transsexualism",1
"Stellaria_holostea",1
"administrative",1
"two-timing",1
"skillfully",1
"Alliaceae",1
"Abronia_latifolia",1
"tux",1
"vital_organ",1
"be_full",1
"Macau",1
"neuroepithelioma",1
"scofflaw",1
"Ectopistes",1
"handsomeness",1
"flying_mouse",1
"police_lieutenant",1
"isoagglutination",1
"James_Edmund_Scripps",1
"nerve_fibre",1
"Martynia_fragrans",1
"red_cole",1
"Alexander_the_Liberator",1
"customs_union",1
"agglutinin",1
"reunify",1
"Loriinae",1
"Haplopappus",1
"Bloemfontein",1
"cheerily",1
"hyper-eutectoid_steel",1
"direct_support",1
"in_large_quantities",1
"Trapa",1
"personality_test",1
"radio-phonograph",1
"supremely",1
"Temnospondyli",1
"huge",1
"Caspar_Bartholin",1
"Economic_Commission_for_Latin_America",1
"Abukir_Bay",1
"big-leaf_maple",1
"Monroe_Doctrine",1
"stringed_instrument",1
"pula",1
"Kruger",1
"power_company",1
"fibrin",1
"Larus_argentatus",1
"episome",1
"Elizabeth_Seton",1
"tsuris",1
"Hablot_Knight_Browne",1
"Megadermatidae",1
"Speaker",1
"marble_bones_disease",1
"crustal_plate",1
"NAFTA",1
"electronic_counter-countermeasures",1
"LISP_compiler",1
"papillary",1
"cargo_helicopter",1
"Soren_Peter_Lauritz_Sorensen",1
"unchristianly",1
"Isherwood",1
"melanocyte-stimulating_hormone",1
"monopteral",1
"vengeful",1
"market_forces",1
"automatic_teller_machine",1
"long-wearing",1
"acoustic_impedance",1
"commonsense",1
"Noether",1
"conima",1
"Kate_Smith",1
"Old_Saxon",1
"tetranychid",1
"board_rule",1
"buck's_fizz",1
"Maiduguri",1
"Spassky",1
"jobbery",1
"phytology",1
"deontic_logic",1
"unsettle",1
"Didrikson",1
"spermophile",1
"naturopath",1
"roundelay",1
"facial_recognition",1
"burnside",1
"stretchiness",1
"merbromine",1
"barking_frog",1
"bairn",1
"coyol",1
"pier_table",1
"Karl_von_Clausewitz",1
"Old_World_warbler",1
"misbehave",1
"knife_blade",1
"kokoi_venom",1
"decoction",1
"Tetrazzini",1
"tv_set",1
"winter's_bark_family",1
"initial_offering",1
"mock_sun",1
"decaliter",1
"bewildered",1
"rubber-base_paint",1
"Conrad_Potter_Aiken",1
"western_sandwich",1
"sandberry",1
"tzarina",1
"transorbital_lobotomy",1
"Fat_Tuesday",1
"bunji-bunji",1
"rhythmical",1
"musculus_temporalis",1
"identity_theft",1
"alpha_wave",1
"extemporaneously",1
"travelog",1
"left_gastric_vein",1
"crenature",1
"cerebral_edema",1
"Virgin_Islands_National_Park",1
"Olivier",1
"Trachurus",1
"colza_oil",1
"Acanthophis",1
"thyroprotein",1
"ceratin",1
"nut_pine",1
"blowhard",1
"Baroque_period",1
"Dec",1
"bursary",1
"amnionic",1
"sewer_rat",1
"Meibomian_cyst",1
"wild_goat",1
"diving_suit",1
"inquisitor",1
"batrachomyomachia",1
"hospitality",1
"redecorate",1
"Phragmites_communis",1
"double-bitted_ax",1
"horse-head",1
"reproduction_cost",1
"resorcinol",1
"thyrse",1
"golden_handshake",1
"polyvinyl_chloride",1
"sprue",1
"engaging",1
"leak_fungus",1
"closemouthed",1
"trailing_four_o'clock",1
"Humphrey_Davy",1
"affiance",1
"turned_on",1
"PKU",1
"Wynfrith",1
"sacral_vein",1
"Smilax",1
"Jalalabad",1
"Bessemer",1
"directional_microphone",1
"puppet_leader",1
"genus_Poecilogale",1
"black_body",1
"extant",1
"Cidade_de_Praia",1
"motor_mower",1
"vilifier",1
"loading_dock",1
"generousness",1
"personalty",1
"occupant",1
"nun_buoy",1
"good_continuation",1
"leafy",1
"mithridate_mustard",1
"removal_firm",1
"squawbush",1
"glass_wool",1
"goose_liver",1
"vena_perforantis",1
"bed_rest",1
"dry_fly",1
"downy_bromegrass",1
"Moluccas",1
"vestibular_system",1
"escapism",1
"Bartholomeu_Diaz",1
"fettuccine_Alfredo",1
"facia",1
"atmospheric_electricity",1
"Ardisia_crenata",1
"misfunction",1
"Abelmoschus_moschatus",1
"egoistical",1
"depicted_object",1
"chairperson",1
"credit_application",1
"finial",1
"reserves",1
"flame_cell",1
"golden_saxifrage",1
"naiveness",1
"Macaca_radiata",1
"venae_renis",1
"United_States_Cabinet",1
"Korean_Peninsula",1
"unquestioned",1
"deciduous_plant",1
"lummox",1
"Laminariales",1
"argus",1
"nitid",1
"would-be",1
"tectonic_movement",1
"holography",1
"Verner's_law",1
"genus_Arctostaphylos",1
"excellency",1
"bathyal",1
"Enrico_Fermi",1
"vividly",1
"tollman",1
"ion",1
"country_borage",1
"trypsinogen",1
"civil_service",1
"true_bill",1
"genus_Catha",1
"River_Lethe",1
"narrow-mouthed",1
"meticulosity",1
"violet_wood_sorrel",1
"Spielmeyer-Vogt_disease",1
"smooth-leaved_elm",1
"election_commission",1
"Echidnophaga",1
"synchroneity",1
"earthing",1
"epidemiology",1
"Adansonia_gregorii",1
"Sisyridae",1
"genus_Ceratotherium",1
"stall-fed",1
"leopardbane",1
"shigella",1
"MEDLARS",1
"syzygy",1
"natter",1
"Donnean",1
"Monstera_deliciosa",1
"spring_heath",1
"malarky",1
"Quercus_vaccinifolia",1
"Lothringen",1
"attorney",1
"simperer",1
"vaccinator",1
"mitochondrion",1
"saddler",1
"hatted",1
"genus_Endamoeba",1
"Bede",1
"Xanthosoma",1
"dredging_bucket",1
"floating_policy",1
"orthochromatic_film",1
"jerkwater",1
"feng_shui",1
"godson",1
"BLitt",1
"leveret",1
"card_trick",1
"Plato",1
"pine-tar_rag",1
"ocelot",1
"pharmacologic",1
"temerarious",1
"turn_a_nice_dollar",1
"drepanocytic_anemia",1
"suspenseful",1
"toll-free",1
"coelenteron",1
"curb_service",1
"Norway_spruce",1
"mad-dog_weed",1
"Izmir",1
"brazenness",1
"Galeorhinus",1
"Bulnesia_sarmienti",1
"genus_Lanius",1
"synechia",1
"Britannic",1
"chain_printer",1
"diagonally",1
"Shakspere",1
"over-the-top",1
"sleep_out",1
"rough-stemmed_goldenrod",1
"CFTR",1
"sutra",1
"encainide",1
"profit-maximizing",1
"arteria_circumflexa_ilium",1
"coumarone",1
"Dewey_decimal_classification",1
"false_tamarisk",1
"type_metal",1
"le_Chatelier",1
"legionella",1
"Saint_Francis_River",1
"arishth",1
"Bermuda_chub",1
"roman_print",1
"Mutinus_caninus",1
"catalytic",1
"Skoplje",1
"milkcap",1
"gaberdine",1
"high-tail",1
"Sleeping_Beauty",1
"nonreflective",1
"tier_up",1
"Pennisetum_glaucum",1
"beyond_a_shadow_of_a_doubt",1
"triacetate",1
"dictionary_entry",1
"sobersides",1
"Executive_Office_of_the_President",1
"Lugh",1
"luridly",1
"girl_Friday",1
"ranula",1
"havelock",1
"babysitter",1
"dwarf_buckeye",1
"manganite",1
"spin_the_plate",1
"soft_scale",1
"Dermochelyidae",1
"home_ec",1
"Carya_cordiformis",1
"liposarcoma",1
"W._C._Handy",1
"anchor_ring",1
"ended",1
"Phthirus",1
"lung",1
"uniform_resource_locator",1
"evangel",1
"hemosiderosis",1
"humate",1
"Kanawha",1
"show-off",1
"ponderosa_pine",1
"genus_Iguana",1
"ball_cock",1
"sisham",1
"preferred_stock",1
"Simarouba",1
"phase_of_the_moon",1
"prologue",1
"mnemotechnic",1
"certificate_of_indebtedness",1
"Anthriscus_sylvestris",1
"amativeness",1
"Podilymbus",1
"teaspoonful",1
"28th",1
"perfect_tense",1
"cortical_cataract",1
"dithered_colour",1
"highly_sensitive",1
"Turkish_Empire",1
"Lampropeltis_triangulum",1
"slosh_around",1
"inhalation_general_anaesthetic",1
"hasheesh",1
"shallu",1
"great_snipe",1
"Golden_Age",1
"absolute_threshold",1
"genus_Neoceratodus",1
"Blaia_Zimondal",1
"Joseph_Banks_Rhine",1
"generously",1
"cross_out",1
"California_white_fir",1
"canebrake_rattler",1
"Timalia",1
"genus_Cajanus",1
"Teach",1
"Pityrogramma_argentea",1
"chestnut_oak",1
"stinking_wattle",1
"single-valued_function",1
"coralwood",1
"virulently",1
"parathormone",1
"duramen",1
"associate_professor",1
"Our_Lord's_candle",1
"cocktail_lounge",1
"billiard_marker",1
"Gizeh",1
"egger",1
"Provencal",1
"red-bellied_terrapin",1
"high-fidelity",1
"Enterolobium_cyclocarpa",1
"toy_poodle",1
"pronoun",1
"mid-August",1
"oyster_bar",1
"Coriolis_effect",1
"Ranunculus",1
"latissimus_dorsi",1
"Mercurialis",1
"Russian_Orthodox_Church",1
"Motown",1
"genus_Polygonia",1
"endocardium",1
"finicky",1
"Kiplingesque",1
"cornelian",1
"greasepaint",1
"azonic",1
"print_over",1
"genus_Hamamelidoxylon",1
"tall_oat_grass",1
"high-pressure",1
"patronizing",1
"magnetic_medium",1
"genus_Mononychus",1
